"seqID","accessionNumber","blastHit","blastSpecies","gene","geneFamily","eValue","TPM","FPKM","assembler","output"
"TRINITY_DN2981_c0_g1::TRINITY_DN2981_c0_g1_i2::g.1690::m.1690","ETE65390.1_1","Opha Dedicator of cytokinesis protein 9  ","Ophiophagus hannah","Dedicator of cytokinesis protein 9  ","TBD",0,1.94,7.22,"Trinity","Merger"
"TRINITY_DN29821_c0_g1::TRINITY_DN29821_c0_g1_i1::g.8187::m.8187","ETE71195.1_1","Opha Tumor suppressor p53-binding protein 1 ","Ophiophagus hannah","Tumor suppressor p53-binding protein 1 ","TBD",2.4e-109,1.73,6.43,"Trinity","Merger"
"TRINITY_DN29823_c0_g1::TRINITY_DN29823_c0_g1_i1::g.8186::m.8186",NA,NA,NA,NA,NA,NA,1.63,6.07,"Trinity","Merger"
"TRINITY_DN29827_c0_g1::TRINITY_DN29827_c0_g1_i1::g.8178::m.8178","ETE72275.1_1","Opha Calcium-dependent secretion activator 2  ","Ophiophagus hannah","Calcium-dependent secretion activator 2  ","TBD",0,1.84,6.84,"Trinity","Merger"
"TRINITY_DN2982_c0_g1::TRINITY_DN2982_c0_g1_i1::g.1656::m.1656","gi|752777500|gb|GBSH01002642.1|","TSA: Boiga irregularis Sulfotransferase-6B1-1 transcribed RNA sequence","Boiga irregularis","Sulfotransferase-6B1-1 transcribed RNA sequence","TBD",0,9.82,36.6,"Trinity","Merger"
"TRINITY_DN29830_c0_g1::TRINITY_DN29830_c0_g1_i1::g.8193::m.8193","gi|752777155|gb|GBSH01002804.1|","TSA: Boiga irregularis Birre_TIF2-3 transcribed RNA sequence","Boiga irregularis","TIF2-3 transcribed RNA sequence","TBD",0,58.67,218.71,"Trinity","Merger"
"TRINITY_DN29833_c0_g1::TRINITY_DN29833_c0_g1_i1::g.8190::m.8190","gi|752780097|gb|GBSH01001413.1|","TSA: Boiga irregularis Birre_KIBRA transcribed RNA sequence","Boiga irregularis","KIBRA transcribed RNA sequence","TBD",0,2.7,10.08,"Trinity","Merger"
"TRINITY_DN29834_c0_g1::TRINITY_DN29834_c0_g1_i1::g.8177::m.8177","gi|752781490|gb|GBSH01000739.1|","TSA: Boiga irregularis Birre_CST9 transcribed RNA sequence","Boiga irregularis","CST9 transcribed RNA sequence","TBD",0,4.26,15.89,"Trinity","Merger"
"TRINITY_DN29835_c0_g1::TRINITY_DN29835_c0_g1_i1::g.8169::m.8169",NA,NA,NA,NA,NA,NA,2.38,8.86,"Trinity","Merger"
"TRINITY_DN2983_c0_g1::TRINITY_DN2983_c0_g1_i3::g.1669::m.1669","gi|387019132|gb|JU176161.1|","TSA: Crotalus adamanteus Cadam_THO5, mRNA sequence","Crotalus adamanteus","THO5, mRNA sequence","TBD",0,3.24,12.07,"Trinity","Merger"
"TRINITY_DN2983_c0_g1::TRINITY_DN2983_c0_g1_i4::g.1667::m.1667","gi|752777219|gb|GBSH01002772.1|","TSA: Boiga irregularis Birre_THO5 transcribed RNA sequence","Boiga irregularis","THO5 transcribed RNA sequence","TBD",0,0,0,"Trinity","Merger"
"TRINITY_DN29843_c0_g1::TRINITY_DN29843_c0_g1_i1::g.8183::m.8183",NA,NA,NA,NA,NA,NA,0.93,3.46,"Trinity","Merger"
"TRINITY_DN29844_c0_g1::TRINITY_DN29844_c0_g1_i1::g.8170::m.8170",NA,NA,NA,NA,NA,NA,0.86,3.22,"Trinity","Merger"
"TRINITY_DN2984_c0_g1::TRINITY_DN2984_c0_g1_i2::g.1658::m.1658","gi|752777087|gb|GBSH01002838.1|","TSA: Boiga irregularis Birre_TMP-50B transcribed RNA sequence","Boiga irregularis","TMP-50B transcribed RNA sequence","TBD",0,1.06,3.94,"Trinity","Merger"
"TRINITY_DN2984_c0_g1::TRINITY_DN2984_c0_g1_i3::g.1657::m.1657","ETE58935.1_1","Opha Transmembrane protein 50B ","Ophiophagus hannah","Transmembrane protein 50B ","TBD",0,1.74,6.49,"Trinity","Merger"
"TRINITY_DN29850_c0_g1::TRINITY_DN29850_c0_g1_i1::g.8189::m.8189",NA,NA,NA,NA,NA,NA,0.34,1.28,"Trinity","Merger"
"TRINITY_DN29851_c0_g1::TRINITY_DN29851_c0_g1_i1::g.8175::m.8175","ETE65390.1_1","Opha Dedicator of cytokinesis protein 9  ","Ophiophagus hannah","Dedicator of cytokinesis protein 9  ","TBD",3.81e-137,0,0,"Trinity","Merger"
"TRINITY_DN29858_c0_g1::TRINITY_DN29858_c0_g1_i1::g.8179::m.8179","ETE60529.1_1","Opha HMG domain-containing protein 4  ","Ophiophagus hannah","HMG domain-containing protein 4  ","TBD",0,1.71,6.38,"Trinity","Merger"
"TRINITY_DN2985_c0_g1::TRINITY_DN2985_c0_g1_i4::g.1778::m.1778","gi|752781157|gb|GBSH01000898.1|","TSA: Boiga irregularis Birre_DPIPPPH1 transcribed RNA sequence","Boiga irregularis","DPIPPPH1 transcribed RNA sequence","TBD",0,4.41,16.44,"Trinity","Merger"
"TRINITY_DN29861_c0_g1::TRINITY_DN29861_c0_g1_i1::g.8171::m.8171","ETE65533.1_1","Opha Receptor activity-modifying protein 2  ","Ophiophagus hannah","Receptor activity-modifying protein 2  ","TBD",7.42e-140,2.38,8.86,"Trinity","Merger"
"TRINITY_DN29864_c0_g1::TRINITY_DN29864_c0_g1_i1::g.8194::m.8194","ETE70469.1_1","Opha DNA-directed RNA polymerases I and III subunit RPAC1  ","Ophiophagus hannah","DNA-directed RNA polymerases I and III subunit RPAC1  ","TBD",0,1.17,4.37,"Trinity","Merger"
"TRINITY_DN29868_c0_g1::TRINITY_DN29868_c0_g1_i1::g.8196::m.8196","ETE65646.1_1","Opha Sodium/potassium/calcium exchanger 3 ","Ophiophagus hannah","Sodium/potassium/calcium exchanger 3 ","TBD",4.51e-126,0,0,"Trinity","Merger"
"TRINITY_DN29874_c0_g1::TRINITY_DN29874_c0_g1_i1::g.8188::m.8188","ETE72765.1_1","Opha Tectonic-3  ","Ophiophagus hannah","Tectonic-3  ","TBD",1.39e-42,1.24,4.62,"Trinity","Merger"
"TRINITY_DN29877_c0_g1::TRINITY_DN29877_c0_g1_i1::g.8173::m.8173","gi|752780791|gb|GBSH01001073.1|","TSA: Boiga irregularis Birre_FBOX30 transcribed RNA sequence","Boiga irregularis","FBOX30 transcribed RNA sequence","TBD",0,1.64,6.11,"Trinity","Merger"
"TRINITY_DN29881_c0_g1::TRINITY_DN29881_c0_g1_i1::g.8172::m.8172","ETE62698.1_1","Opha Canalicular multispecific organic anion transporter 2  ","Ophiophagus hannah","Canalicular multispecific organic anion transporter 2  ","TBD",6.16e-120,1.04,3.89,"Trinity","Merger"
"TRINITY_DN29889_c0_g1::TRINITY_DN29889_c0_g1_i1::g.8191::m.8191","ETE57376.1_1","Opha Aryl hydrocarbon receptor  ","Ophiophagus hannah","Aryl hydrocarbon receptor  ","TBD",0,0.93,3.45,"Trinity","Merger"
"TRINITY_DN29890_c0_g1::TRINITY_DN29890_c0_g1_i1::g.8176::m.8176","gi|752778410|gb|GBSH01002240.1|","TSA: Boiga irregularis Birre_RetinolDH8 transcribed RNA sequence","Boiga irregularis","RetinolDH8 transcribed RNA sequence","TBD",2.39e-169,2.79,10.38,"Trinity","Merger"
"TRINITY_DN29893_c0_g1::TRINITY_DN29893_c0_g1_i1::g.8181::m.8181",NA,NA,NA,NA,NA,NA,2.25,8.4,"Trinity","Merger"
"TRINITY_DN29897_c0_g1::TRINITY_DN29897_c0_g1_i1::g.8185::m.8185","gi|752778240|gb|GBSH01002325.1|","TSA: Boiga irregularis Birre_RpL14 transcribed RNA sequence","Boiga irregularis","RpL14 transcribed RNA sequence","TBD",0,1211.74,4516.97,"Trinity","Merger"
"TRINITY_DN2989_c0_g1::TRINITY_DN2989_c0_g1_i2::g.1768::m.1768","ETE67865.1_1","Opha IQ and ubiquitin-like domain-containing protein  ","Ophiophagus hannah","IQ and ubiquitin-like domain-containing protein  ","TBD",0,2.02,7.53,"Trinity","Merger"
"TRINITY_DN2989_c0_g1::TRINITY_DN2989_c0_g1_i3::g.1767::m.1767","ETE67865.1_1","Opha IQ and ubiquitin-like domain-containing protein  ","Ophiophagus hannah","IQ and ubiquitin-like domain-containing protein  ","TBD",5.81e-172,3.15,11.72,"Trinity","Merger"
"TRINITY_DN29900_c0_g1::TRINITY_DN29900_c0_g1_i1::g.8184::m.8184","ETE67814.1_1","Opha Proton-coupled amino acid transporter 4 ","Ophiophagus hannah","Proton-coupled amino acid transporter 4 ","TBD",2.34e-104,0.95,3.53,"Trinity","Merger"
"TRINITY_DN2990_c0_g1::TRINITY_DN2990_c0_g1_i13::g.1757::m.1757","gi|537467675|gb|GAEP01000135.1|","TSA: Micrurus fulvius Mfulv_Annexin-a7 mRNA sequence","Micrurus fulvius","Annexin-a7 mRNA sequence","TBD",0,0,0,"Trinity","Merger"
"TRINITY_DN2990_c0_g1::TRINITY_DN2990_c0_g1_i1::g.1756::m.1756","gi|537467675|gb|GAEP01000135.1|","TSA: Micrurus fulvius Mfulv_Annexin-a7 mRNA sequence","Micrurus fulvius","Annexin-a7 mRNA sequence","TBD",0,13.9,51.82,"Trinity","Merger"
"TRINITY_DN2990_c1_g1::TRINITY_DN2990_c1_g1_i1::g.1759::m.1759",NA,NA,NA,NA,NA,NA,1.77,6.58,"Trinity","Merger"
"TRINITY_DN2990_c4_g1::TRINITY_DN2990_c4_g1_i1::g.1760::m.1760",NA,NA,NA,NA,NA,NA,0.93,3.46,"Trinity","Merger"
"TRINITY_DN29913_c0_g1::TRINITY_DN29913_c0_g1_i1::g.26567::m.26567","gi|752779824|gb|GBSH01001549.1|","TSA: Boiga irregularis Birre_MAPKinDD transcribed RNA sequence","Boiga irregularis","MAPKinDD transcribed RNA sequence","TBD",0,2.39,8.89,"Trinity","Merger"
"TRINITY_DN29916_c0_g1::TRINITY_DN29916_c0_g1_i1::g.26558::m.26558","ETE74006.1_1","Opha Serine/threonine-protein kinase LMTK1  ","Ophiophagus hannah","Serine/threonine-protein kinase LMTK1  ","TBD",0,1.34,4.99,"Trinity","Merger"
"TRINITY_DN29919_c0_g1::TRINITY_DN29919_c0_g1_i1::g.26559::m.26559",NA,NA,NA,NA,NA,NA,0,0,"Trinity","Merger"
"TRINITY_DN29920_c0_g1::TRINITY_DN29920_c0_g1_i1::g.26555::m.26555","gi|537466514|gb|GAEP01000400.1|","TSA: Micrurus fulvius Mfulv_CyclinKin-G mRNA sequence","Micrurus fulvius","CyclinKin-G mRNA sequence","TBD",1.84e-166,0.41,1.53,"Trinity","Merger"
"TRINITY_DN29923_c0_g1::TRINITY_DN29923_c0_g1_i1::g.26556::m.26556","ETE62674.1_1","Opha Nuclear pore complex protein ","Ophiophagus hannah","Nuclear pore complex protein ","TBD",0,10.08,37.59,"Trinity","Merger"
"TRINITY_DN29926_c0_g1::TRINITY_DN29926_c0_g1_i1::g.26553::m.26553","gi|752780805|gb|GBSH01001066.1|","TSA: Boiga irregularis Birre_FatADesat1 transcribed RNA sequence","Boiga irregularis","FatADesat1 transcribed RNA sequence","TBD",5.45e-171,3.64,13.57,"Trinity","Merger"
"TRINITY_DN29928_c0_g1::TRINITY_DN29928_c0_g1_i1::g.26562::m.26562","gi|387018569|gb|JU175879.1|","TSA: Crotalus adamanteus Cadam_SerThrKinD3, mRNA sequence","Crotalus adamanteus","SerThrKinD3, mRNA sequence","TBD",0,0.41,1.53,"Trinity","Merger"
"TRINITY_DN2992_c0_g1::TRINITY_DN2992_c0_g1_i1::g.1745::m.1745","gi|752778526|gb|GBSH01002184.1|","TSA: Boiga irregularis Birre_Rab5 transcribed RNA sequence","Boiga irregularis","Rab5 transcribed RNA sequence","TBD",4.6e-147,4.34,16.19,"Trinity","Merger"
"TRINITY_DN2992_c0_g1::TRINITY_DN2992_c0_g1_i2::g.1744::m.1744","ETE63863.1_1","Opha Rab-like protein 5  ","Ophiophagus hannah","Rab-like protein 5  ","TBD",0,88.33,329.27,"Trinity","Merger"
"TRINITY_DN29931_c0_g1::TRINITY_DN29931_c0_g1_i1::g.26569::m.26569","ETE66634.1_1","Opha Pseudopodium-enriched atypical kinase 1  ","Ophiophagus hannah","Pseudopodium-enriched atypical kinase 1  ","TBD",2.38e-159,0.73,2.73,"Trinity","Merger"
"TRINITY_DN29939_c0_g1::TRINITY_DN29939_c0_g1_i1::g.26557::m.26557","ETE68813.1_1","Opha Pre-mRNA-splicing factor RBM22  ","Ophiophagus hannah","Pre-mRNA-splicing factor RBM22  ","TBD",0,3.17,11.83,"Trinity","Merger"
"TRINITY_DN29949_c0_g1::TRINITY_DN29949_c0_g1_i1::g.26561::m.26561",NA,NA,NA,NA,NA,NA,1.33,4.96,"Trinity","Merger"
"TRINITY_DN2994_c0_g1::TRINITY_DN2994_c0_g1_i2::g.1827::m.1827",NA,NA,NA,NA,NA,NA,2.97,11.07,"Trinity","Merger"
"TRINITY_DN2994_c0_g1::TRINITY_DN2994_c0_g1_i4::g.1826::m.1826","ETE66791.1_1","Opha Non-structural maintenance of chromosomes element 1-like protein  ","Ophiophagus hannah","Non-structural maintenance of chromosomes element 1-like protein  ","TBD",3.94e-135,7.5,27.96,"Trinity","Merger"
"TRINITY_DN2994_c0_g1::TRINITY_DN2994_c0_g1_i5::g.1824::m.1824","ETE66791.1_1","Opha Non-structural maintenance of chromosomes element 1-like protein  ","Ophiophagus hannah","Non-structural maintenance of chromosomes element 1-like protein  ","TBD",3.84e-121,4.4,16.42,"Trinity","Merger"
"TRINITY_DN29951_c0_g1::TRINITY_DN29951_c0_g1_i1::g.26572::m.26572","ETE64752.1_1","Opha Protein-glutamine gamma-glutamyltransferase K ","Ophiophagus hannah","Protein-glutamine gamma-glutamyltransferase K ","TBD",4.67e-59,1.53,5.71,"Trinity","Merger"
"TRINITY_DN29959_c0_g1::TRINITY_DN29959_c0_g1_i1::g.26554::m.26554","ETE67493.1_1","Opha Hippocalcin-like protein 1  ","Ophiophagus hannah","Hippocalcin-like protein 1  ","TBD",6.95e-160,3.24,12.09,"Trinity","Merger"
"TRINITY_DN2995_c0_g1::TRINITY_DN2995_c0_g1_i3::g.1791::m.1791","ETE60795.1_1","Opha Guanine nucleotide-binding protein subunit beta-2-like 1 ","Ophiophagus hannah","Guanine nucleotide-binding protein subunit beta-2-like 1 ","TBD",2.77e-29,15.85,59.08,"Trinity","Merger"
"TRINITY_DN2995_c1_g1::TRINITY_DN2995_c1_g1_i1::g.1793::m.1793","gi|752777857|gb|GBSH01002491.1|","TSA: Boiga irregularis Birre_SerThrKin-RAF transcribed RNA sequence","Boiga irregularis","SerThrKin-RAF transcribed RNA sequence","TBD",0,7.29,27.19,"Trinity","Merger"
"TRINITY_DN29971_c0_g1::TRINITY_DN29971_c0_g1_i1::g.26552::m.26552","gi|752777053|gb|GBSH01002855.1|","TSA: Boiga irregularis Birre_TMP50A transcribed RNA sequence","Boiga irregularis","TMP50A transcribed RNA sequence","TBD",0,48.06,179.15,"Trinity","Merger"
"TRINITY_DN2997_c0_g1::TRINITY_DN2997_c0_g1_i2::g.1845::m.1845","gi|521759309|gb|GAAZ01000553.1|","TSA: Crotalus horridus Chorr_Collagen-a1 mRNA sequence","Crotalus horridus","Collagen-a1 mRNA sequence","TBD",0,1.44,5.39,"Trinity","Merger"
"TRINITY_DN29983_c0_g1::TRINITY_DN29983_c0_g1_i1::g.26560::m.26560","ETE58716.1_1","Opha Atlastin-3  ","Ophiophagus hannah","Atlastin-3  ","TBD",1.09e-135,1.16,4.31,"Trinity","Merger"
"TRINITY_DN29984_c0_g1::TRINITY_DN29984_c0_g1_i1::g.26564::m.26564","ETE68688.1_1","Opha AT-rich interactive domain-containing protein 5B  ","Ophiophagus hannah","AT-rich interactive domain-containing protein 5B  ","TBD",0,1.01,3.76,"Trinity","Merger"
"TRINITY_DN29987_c0_g1::TRINITY_DN29987_c0_g1_i1::g.26566::m.26566","ETE68376.1_1","Opha NEDD4-binding protein 2-like 2  ","Ophiophagus hannah","NEDD4-binding protein 2-like 2  ","TBD",3.57e-38,1.54,5.75,"Trinity","Merger"
"TRINITY_DN29988_c0_g1::TRINITY_DN29988_c0_g1_i1::g.26563::m.26563","gi|752780127|gb|GBSH01001398.1|","TSA: Boiga irregularis Birre_Kelch24 transcribed RNA sequence","Boiga irregularis","Kelch24 transcribed RNA sequence","TBD",0,3.99,14.88,"Trinity","Merger"
"TRINITY_DN2998_c0_g1::TRINITY_DN2998_c0_g1_i2::g.1688::m.1688","gi|752779086|gb|GBSH01001916.1|","TSA: Boiga irregularis Birre_PAT1 transcribed RNA sequence","Boiga irregularis","PAT1 transcribed RNA sequence","TBD",0,4.47,16.65,"Trinity","Merger"
"TRINITY_DN29999_c0_g1::TRINITY_DN29999_c0_g1_i1::g.26570::m.26570","gi|521757847|gb|GAAZ01001186.1|","TSA: Crotalus horridus Chorr_KAT5 mRNA sequence","Crotalus horridus","KAT5 mRNA sequence","TBD",0,1.74,6.5,"Trinity","Merger"
"TRINITY_DN2999_c1_g2::TRINITY_DN2999_c1_g2_i1::g.1809::m.1809","gi|752781524|gb|GBSH01000722.1|","TSA: Boiga irregularis Corticosteroid-11-betaDH transcribed RNA sequence","Boiga irregularis","Corticosteroid-11-betaDH transcribed RNA sequence","TBD",0,1.44,5.35,"Trinity","Merger"
"TRINITY_DN299_c0_g1::TRINITY_DN299_c0_g1_i14::g.7732::m.7732","gi|537452685|gb|GAEP01001684.1|","TSA: Micrurus fulvius Mfulv_TMP-63C mRNA sequence","Micrurus fulvius","TMP-63C mRNA sequence","TBD",0,19.75,73.63,"Trinity","Merger"
"TRINITY_DN29_c0_g1::TRINITY_DN29_c0_g1_i10::g.945::m.945","gi|752782896|gb|GBSH01000081.1|","TSA: Boiga irregularis Birre_Ficolin-1b transcribed RNA sequence","Boiga irregularis","Ficolin-1b transcribed RNA sequence","TBD",0,57.53,214.45,"Trinity","Merger"
"TRINITY_DN29_c0_g1::TRINITY_DN29_c0_g1_i1::g.942::m.942","gi|1446201960|gb|MH233103.1|","Spilotes sulphureus ficolin-like 3 mRNA, partial cds","Spilotes sulphureus","Spilotes sulphureus ficolin-like 3 mRNA, partial cds","TBD",0,7.46,27.8,"Trinity","Merger"
"TRINITY_DN29_c0_g1::TRINITY_DN29_c0_g1_i3::g.951::m.951","gi|1446201960|gb|MH233103.1|","Spilotes sulphureus ficolin-like 3 mRNA, partial cds","Spilotes sulphureus","Spilotes sulphureus ficolin-like 3 mRNA, partial cds","TBD",0,99.7,371.65,"Trinity","Merger"
"TRINITY_DN29_c0_g1::TRINITY_DN29_c0_g1_i5::g.950::m.950","gi|1446201960|gb|MH233103.1|","Spilotes sulphureus ficolin-like 3 mRNA, partial cds","Spilotes sulphureus","Spilotes sulphureus ficolin-like 3 mRNA, partial cds","TBD",1.61e-149,26.77,99.78,"Trinity","Merger"
"TRINITY_DN29_c0_g1::TRINITY_DN29_c0_g1_i9::g.947::m.947","gi|1446201960|gb|MH233103.1|","Spilotes sulphureus ficolin-like 3 mRNA, partial cds","Spilotes sulphureus","Spilotes sulphureus ficolin-like 3 mRNA, partial cds","TBD",9.35e-156,0.61,2.28,"Trinity","Merger"
"TRINITY_DN29_c0_g2::TRINITY_DN29_c0_g2_i1::g.953::m.953","gi|752780749|gb|GBSH01001094.1|","TSA: Boiga irregularis Birre_Fic3 transcribed RNA sequence","Boiga irregularis","Fic3 transcribed RNA sequence","TBD",4.2e-147,1.99,7.42,"Trinity","Merger"
"TRINITY_DN29_c3_g1::TRINITY_DN29_c3_g1_i1::g.954::m.954",NA,NA,NA,NA,NA,NA,167.48,624.33,"Trinity","Merger"
"TRINITY_DN2_c0_g1::TRINITY_DN2_c0_g1_i10::g.1065::m.1065","gi|752782035|gb|GBSH01000491.1|","TSA: Boiga irregularis Birre_C66309c-1 transcribed RNA sequence","Boiga irregularis","C66309c-1 transcribed RNA sequence","TBD",0,58.09,216.54,"Trinity","Merger"
"TRINITY_DN2_c0_g1::TRINITY_DN2_c0_g1_i16::g.1070::m.1070","gi|752782035|gb|GBSH01000491.1|","TSA: Boiga irregularis Birre_C66309c-1 transcribed RNA sequence","Boiga irregularis","C66309c-1 transcribed RNA sequence","TBD",7.57e-106,8.97,33.44,"Trinity","Merger"
"TRINITY_DN2_c0_g1::TRINITY_DN2_c0_g1_i21::g.1069::m.1069","gi|752779128|gb|GBSH01001895.1|","TSA: Boiga irregularis Oxidoreductase-C663-06c transcribed RNA sequence","Boiga irregularis","Oxidoreductase-C663-06c transcribed RNA sequence","TBD",0,3.39,12.64,"Trinity","Merger"
"TRINITY_DN2_c0_g1::TRINITY_DN2_c0_g1_i3::g.1067::m.1067","gi|752782035|gb|GBSH01000491.1|","TSA: Boiga irregularis Birre_C66309c-1 transcribed RNA sequence","Boiga irregularis","C66309c-1 transcribed RNA sequence","TBD",0,40.61,151.39,"Trinity","Merger"
"TRINITY_DN2_c0_g1::TRINITY_DN2_c0_g1_i4::g.1074::m.1074","gi|752779128|gb|GBSH01001895.1|","TSA: Boiga irregularis Oxidoreductase-C663-06c transcribed RNA sequence","Boiga irregularis","Oxidoreductase-C663-06c transcribed RNA sequence","TBD",1.7e-101,1.1,4.1,"Trinity","Merger"
"TRINITY_DN2_c0_g1::TRINITY_DN2_c0_g1_i8::g.1064::m.1064","gi|752779132|gb|GBSH01001893.1|","TSA: Boiga irregularis Birre_OxidoRed transcribed RNA sequence","Boiga irregularis","OxidoRed transcribed RNA sequence","TBD",0,121.45,452.73,"Trinity","Merger"
"TRINITY_DN30003_c0_g1::TRINITY_DN30003_c0_g1_i1::g.5208::m.5208","ETE71346.1_1","Opha Intraflagellar transport protein  ","Ophiophagus hannah","Intraflagellar transport protein  ","TBD",2.27e-149,0,0,"Trinity","Merger"
"TRINITY_DN30005_c0_g1::TRINITY_DN30005_c0_g1_i1::g.5203::m.5203","ETE70127.1_1","Opha B-cell linker protein  ","Ophiophagus hannah","B-cell linker protein  ","TBD",0,0.84,3.11,"Trinity","Merger"
"TRINITY_DN30007_c0_g1::TRINITY_DN30007_c0_g1_i1::g.5201::m.5201","gi|699236343|gb|GBSI01000209.1|","Htorq_AlkBh5 transcribed RNA sequence","Hypsiglena sp","AlkBh5 transcribed RNA sequence","TBD",5.49e-111,0,0,"Trinity","Merger"
"TRINITY_DN3000_c0_g1::TRINITY_DN3000_c0_g1_i1::g.19556::m.19556","ETE69033.1_1","Opha Nuclear nucleic acid-binding protein C1D ","Ophiophagus hannah","Nuclear nucleic acid-binding protein C1D ","TBD",0,129.66,483.34,"Trinity","Merger"
"TRINITY_DN30011_c0_g1::TRINITY_DN30011_c0_g1_i1::g.5198::m.5198",NA,NA,NA,NA,NA,NA,1.12,4.16,"Trinity","Merger"
"TRINITY_DN30012_c0_g1::TRINITY_DN30012_c0_g1_i1::g.5212::m.5212","ETE63688.1_1","Opha F-box/WD repeat-containing protein 1A ","Ophiophagus hannah","F-box/WD repeat-containing protein 1A ","TBD",0,1.31,4.88,"Trinity","Merger"
"TRINITY_DN3001_c0_g1::TRINITY_DN3001_c0_g1_i4::g.19672::m.19672","ETE57727.1_1","Opha Phytanoyl-CoA dioxygenase, peroxisomal  ","Ophiophagus hannah","Phytanoyl-CoA dioxygenase, peroxisomal  ","TBD",2.56e-44,1.66,6.19,"Trinity","Merger"
"TRINITY_DN30030_c0_g1::TRINITY_DN30030_c0_g1_i1::g.5192::m.5192","ETE60230.1_1","Opha hypothetical protein ","Ophiophagus hannah","hypothetical protein ","TBD",2.72e-115,1.81,6.75,"Trinity","Merger"
"TRINITY_DN30034_c0_g1::TRINITY_DN30034_c0_g1_i1::g.5207::m.5207","ETE56947.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",2.94e-43,2.52,9.39,"Trinity","Merger"
"TRINITY_DN30036_c0_g1::TRINITY_DN30036_c0_g1_i1::g.5200::m.5200","ETE73648.1_1","Opha Adrenodoxin ","Ophiophagus hannah","Adrenodoxin ","TBD",0,4.16,15.52,"Trinity","Merger"
"TRINITY_DN30038_c0_g1::TRINITY_DN30038_c0_g1_i1::g.5193::m.5193","gi|752779489|gb|GBSH01001716.1|","TSA: Boiga irregularis Birre_Myotub6 transcribed RNA sequence","Boiga irregularis","Myotub6 transcribed RNA sequence","TBD",0,3.69,13.75,"Trinity","Merger"
"TRINITY_DN30040_c0_g1::TRINITY_DN30040_c0_g1_i1::g.5188::m.5188","gi|752781328|gb|GBSH01000820.1|","TSA: Boiga irregularis Birre_DDB1-CUL4-5 transcribed RNA sequence","Boiga irregularis","DDB1-CUL4-5 transcribed RNA sequence","TBD",0,1.72,6.42,"Trinity","Merger"
"TRINITY_DN30048_c0_g1::TRINITY_DN30048_c0_g1_i1::g.5194::m.5194","ETE71195.1_1","Opha Tumor suppressor p53-binding protein 1 ","Ophiophagus hannah","Tumor suppressor p53-binding protein 1 ","TBD",5.43e-107,0.43,1.6,"Trinity","Merger"
"TRINITY_DN30049_c0_g1::TRINITY_DN30049_c0_g1_i1::g.5190::m.5190","ETE70891.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",0,2.48,9.25,"Trinity","Merger"
"TRINITY_DN30053_c0_g1::TRINITY_DN30053_c0_g1_i1::g.5209::m.5209",NA,NA,NA,NA,NA,NA,0,0,"Trinity","Merger"
"TRINITY_DN30054_c0_g1::TRINITY_DN30054_c0_g1_i1::g.5196::m.5196","gi|752782377|gb|GBSH01000338.1|","TSA: Boiga irregularis Birre_ARP23sub3 transcribed RNA sequence","Boiga irregularis","ARP23sub3 transcribed RNA sequence","TBD",0,72.88,271.68,"Trinity","Merger"
"TRINITY_DN30055_c0_g1::TRINITY_DN30055_c0_g1_i1::g.5197::m.5197",NA,NA,NA,NA,NA,NA,0.59,2.21,"Trinity","Merger"
"TRINITY_DN30056_c0_g1::TRINITY_DN30056_c0_g1_i1::g.5187::m.5187",NA,NA,NA,NA,NA,NA,0.68,2.53,"Trinity","Merger"
"TRINITY_DN30058_c0_g1::TRINITY_DN30058_c0_g1_i1::g.5204::m.5204","ETE69112.1_1","Opha Nipped-B-like protein  ","Ophiophagus hannah","Nipped-B-like protein  ","TBD",5.65e-171,1.12,4.16,"Trinity","Merger"
"TRINITY_DN3005_c0_g1::TRINITY_DN3005_c0_g1_i4::g.19554::m.19554",NA,NA,NA,NA,NA,NA,2.35,8.77,"Trinity","Merger"
"TRINITY_DN30060_c0_g1::TRINITY_DN30060_c0_g1_i1::g.5189::m.5189","ETE73584.1_1","Opha Ataxin-7-like protein 2  ","Ophiophagus hannah","Ataxin-7-like protein 2  ","TBD",4.94e-126,1.83,6.83,"Trinity","Merger"
"TRINITY_DN30064_c0_g1::TRINITY_DN30064_c0_g1_i1::g.5195::m.5195","gi|537466583|gb|GAEP01000380.1|","TSA: Micrurus fulvius Mfulv_CreatineKin mRNA sequence","Micrurus fulvius","CreatineKin mRNA sequence","TBD",0,1.55,5.77,"Trinity","Merger"
"TRINITY_DN30065_c0_g1::TRINITY_DN30065_c0_g1_i1::g.5199::m.5199","gi|752776545|gb|GBSH01003088.1|","TSA: Boiga irregularis Birre_VAsc33B transcribed RNA sequence","Boiga irregularis","VAsc33B transcribed RNA sequence","TBD",3.08e-179,0.39,1.47,"Trinity","Merger"
"TRINITY_DN3006_c0_g1::TRINITY_DN3006_c0_g1_i1::g.19564::m.19564","gi|537467271|gb|GAEP01000214.1|","TSA: Micrurus fulvius Mfulv_BRICK1 mRNA sequence","Micrurus fulvius","BRICK1 mRNA sequence","TBD",1.1e-142,36.45,135.89,"Trinity","Merger"
